Isolate,Vancomycin,Streptomycin,Macrolide,Chloramphenicol,Amikacin/Gentamicin/Kanamycin/Tobramycin,Florfenicol/Oxazolidinone,Chloramphenicol/Florfenicol,Amikacin/Kanamycin,Other antimicrobial,Tetracycline,Lincosamide/Macrolide/Streptogramin,Lincosamides,Lincosamide/Streptogramin,Other aminoglycoside resistance (non-RMT),Trimethoprim,Fosfomycin,Quinolone,Amikacin/Kanamycin/Tobramycin,Streptogramin
CP063585.1,,,,,,,,,,,,,,,,,,,
CP063584.1,,,,,,,,,,,,,,,,,,,
CP063583.1,,,,,,,,,,,,,,,,,,,
CP063582.1,,,erm(B),catA,,,,,,"tet(L),tet(M)",,,,,,,,,
CP063581.1,,,,,,,,,,,,,,,,,,,
CP063580.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",,,,,,,,,,,,,,,,,,
CP063573.1,,,,,,,,,,,,,,,,,,,
CP063572.1,,,erm(B),,,,,,,,,,,,,,,,
CP063571.1,,,,,,,,,,,,,,,,,,,
CP063570.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063569.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
CP063567.1,,,,,,,,,,,,,,,,,,,
CP063566.1,,,,,,,,,,,,,,,,,,,
CP063565.1,,,,,,,,,,,,,,,,,,,
CP063564.1,,,erm(B),,,,,,,,,,,,,,,,
CP063563.1,,,,,,,,,,,,,,,,,,,
CP063646.1,,,,,,,,,,,,,,,,,,,
CP063645.1,,,,,,,,,,,,,,,,,,,
CP063643.1,,,,,,,,,,,,,,,,,,,
CP063642.1,,,,,,,,,,,,,,,,,,,
CP063641.1,,,erm(B)*,catA,,,,,,"tet(L),tet(M)",,,,,,,,,
CP063640.1,,,,,,,,,,,,,,,,,,,
CP063625.1,,,,,,,,,,,,,,,,,,,
CP063624.1,,,,,,,,,,,,,,,,,,,
CP063623.1,,,,,,,,,,,,,,,,,,,
CP063622.1,,,,,,,,,,,,,,,,,,,
CP063621.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B)^,lsa(E),,,,,,
CP063620.1,,,,,,,,,,,,,,,,,,,
CP063619.1,,,,,,,,,,,,,,,,,,,
CP063617.1,,,,,,,,,,,,,,,,,,,
CP063616.1,,,,,,,,,,,,,,,,,,,
CP063614.1,,,,,,,,,,,,,,,,,,,
CP063613.1,,,erm(B),,,,,,,,,,,,,,,,
CP063612.1,,,,,,,,,,,,,,,,,,,
CP063650.1,,,erm(B),,,,,,,,,,,,,,,,
CP063649.1,,,,,,,,,,,,,,,,,,,
CP063648.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063610.1,,,,,,,,,,,,,,,,,,,
CP063609.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP063608.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063607.1,,,,catA,aac(6')-Ie/aph(2'')-Ia,,,,,,,,,,,,,,
CP063606.1,,,,,,,,,,,,,,,,,,,
CP063605.1,,,,,,,,,,,,,,,,,,,
CP063603.1,,,,,,,,,,,,,,,,,,,
CP063602.1,,,,catA,aac(6')-Ie/aph(2'')-Ia,,,,,,,,,,,,,,
CP063601.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063600.1,,,,,,,,,,,,,,,,,,,
CP063599.1,,,,,,,,,,,,,,,,,,,
CP063592.1,,,,,,,,,,,,,,,,,,,
CP063591.1,,,,,,,,,,,,,,,,,,,
CP063590.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*",,,,,,,,,,,,,,,,,,
CP063589.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP063588.1,,,,,,,,,,,,,,,,,,,
CP063587.1,,ant(6)-Ia,,,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP063578.1,,,,,,,,,,,,,,,,,,,
CP063577.1,,ant(6)-Ia,erm(B)^,,,,,aph(3')-IIIa,,,,lnu(B),,,,,,,
CP063576.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063575.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
CP063561.1,,,,,,,,,,,,,,,,,,,
CP063560.1,,,,,,,,,,,,,,,,,,,
CP063559.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP063558.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*",,,,,,,,,,,,,,,,,,
CP063557.1,,,,,,,,,,,,,,,,,,,
CP063556.1,,ant(6)-Ia,,,aac(6')-Ie/aph(2'')-Ia,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP063554.1,,,,,,,,,,,,,,,,,,,
CP063553.1,"vanA*,vanH-A,vanR-A,vanX-A,vanY-A*,vanZ-A,vanS-A^",,,,,,,,,,,,,,,,,,
CP063552.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B)^,,,,,,,
CP063551.1,,,,,,,,,,,,,,,,,,,
CP063550.1,,,,,,,,,,,,,,,,,,,
CP063548.1,,,,,,,,,,,,,,,,,,,
CP063547.1,,,,,,,,,,,,,,,,,,,
CP063546.1,,,erm(B),catA,,,,,,"tet(L),tet(M)",,,,,,,,,
CP063545.1,,,,,,,,,,,,,,,,,,,
CP063544.1,,,,,,,,,,,,,,,,,,,
CP063543.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",,,,,,,,,,,,,,,,,,
CP063541.1,,,,,,,,,,,,,,,,,,,
CP063540.1,,ant(6)-Ia,erm(B)*,,,,,aph(3')-IIIa,,,,lnu(B),,,,,,,
CP063539.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP063538.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
CP063288.1,,,,,,,,,,,,,,,,,,,
CP063287.1,,,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
CP063286.1,,,,,,,,,,,,,,,,,,,
CP063285.1,"vanB*,vanH-B*,vanR-B,vanS-B*,vanW-B*,vanX-B*,vanY-B*",,,,,,,,,,,,,,,,,,
CP063284.1,,,,,aac(6')-Ie/aph(2'')-Ia*,,,,,,,,,,,,,,
CP081503.1,,ant(6)-Ia,"erm(B),poxtA",,aac(6')-Ie/aph(2'')-Ia*,,,aph(3')-IIIa,sat4,"tet(L)*,tet(M)",,lnu(B),lsa(E),spw,dfrE,,,,
CP066211.1,,,,,,,,,,,,,,,,,,,
CP066210.1,,,,,,,,,,,,,,,,,,,
CP066209.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A,vanZ-A",,erm(B),,,,,,,,,,,,,,,,
CP066208.1,,,poxtA,catA,,,,,,"tet(L),tet(M)",,,,,,,,,
CP066207.1,,,,,,,,,,,,,,,,,,,
CP066206.1,,,,,,,,,,,,,,,,,,,
CP065765.1,,,,,,,,,,,,,,,,,,,
CP066213.1,,,,,,,,,,,,,,,,,,,
CP071275.1,,,,,,,,,,,,,,,,,,,
CP071274.1,"vanA,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
CP071273.1,,,,,,,,,,,,,,,,,,,
CP071272.1,,,,,,,,,,,,,,,,,,,
CP064291.1,,ant(6)-Ia*,erm(B),,,,,,,,,,,,,,,,
CP064290.1,,,,,,,,,,,,,,,,,,,
CP064289.1,,,,,,,,,,,,,,,,,,,
CP064288.1,,,,,,,,,,,,,,,,,,,
CP064287.1,,,,,,,,,,,,,,,,,,,
CP064286.1,"vanA*,vanH-A,vanR-A,vanS-A,vanX-A,vanY-A*,vanZ-A",,,,,,,,,,,,,,,,,,
CP064285.1,,,,,,,,,,,,,,,,,,,
CP064284.1,,,,,,,,,,,,,,,,,,,
CP064283.1,,,,,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP064282.1,,,,,,,,,,,,,,,,,,,
CP064281.1,"vanR-A,vanS-A^",,,,,,,,,,,,,,,,,,
CP064280.1,,,,,,,,,,,,,,,,,,,
LR135190.1,,,,,,,,,,,,,,,,,,,
LR135189.1,,,,,,,,,,,,,,,,,,,
LR135188.1,,,,,,,,,,,,,,,,,,,
LR135187.1,,,,,,,,,,,,,,,,,,,
LR135186.1,,ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP033377.1,,,,,,,,,,,,,,,,,,,
LT603682.1,,,,,,,,,,,,,,,,,,,
LT603681.1,"vanA,vanH-A,vanR-A*,vanS-A,vanX-A,vanY-A*",,erm(B)*,,,,,aph(3')-IIIa,,,,,,,,,,,
LT603680.1,,,,,,,,,,,,,,,,,,,
LT603679.1,,,,,,,,,,,,,,,,,,,
CP003354.1,,,,,,,,,,,,,,,,,,,
CP003353.1,,,,,,,,,,,,,,,,,,,
CP003352.1,,,,,,,,,,,,,,,,,,,
CP014452.1,"vanA*,vanH-A,vanS-A,vanX-A,vanZ-A,vanR-A*,vanY-A^",ant(6)-Ia,erm(B),,,,,aph(3')-IIIa,sat4,,,,,,,,,,
CP014451.1,,,,,,,,,,,,,,,dfrG,,,,
CP014450.1,,,,,,,,,,,,,,,,,,,
